Cliente,Veiculo,Data,Inicio,Fim,Registros CAN,Km Inicial,Km Final,Km Percorrido,Consumo Combustivel (L),Horas Motor,Media Km/L,Velocidade Media,Velocidade Maxima,Temperatura Motor Media,Temperatura Motor Maxima,Temperatura Ambiente Media,Pressao Ar Media,Pressao Ar Maxima,Economia Combustivel Media,Temperatura Cabine Media
Londrina,3155,28-06-2026,28-06-2026 05:14:07,28-06-2026 20:32:26,34847,103846,104011,165,81.043,9,2.035956220771689,23.49077223306384,61,85.77876106194691,96,27.652249134948097,1032.8071452199802,1104,17367.707508966792,0
Londrina,3155,29-06-2026,29-06-2026 02:55:05,29-06-2026 02:55:10,6,,,,,,,,,35,35,,936,952,,
Londrina,3156,27-06-2026,27-06-2026 20:00:00,27-06-2026 22:24:58,2768,102710,102724,14,5.885,0,2.3789294817332203,23.004260499087035,56,86.3012048192771,89,26.387096774193548,1023.6053811659193,1072,16866.030634573304,
Londrina,3156,28-06-2026,28-06-2026 00:03:58,28-06-2026 23:59:59,66971,102724,103047,323,126.462,18,2.554126931410226,20.77843005251111,61,86.21028037383178,92,27.37816091954023,1026.7339317773788,1088,19043.958213390288,0
Londrina,3156,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:48:14,5515,103047,103066,19,6.977,1,2.7232334814390136,21.221841332027424,67,85.76422764227642,89,31.59259259259259,1014.3751493428913,1064,20155.856970670953,
Londrina,3157,28-06-2026,28-06-2026 06:07:09,28-06-2026 23:59:59,2494,107006,107030,24,4024565.76,1342177282,0.0000059633762823644364,122.68835616438356,36864,65.98630136986301,91,1185.1333333333334,1395.9502762430939,65278,16691.206440957885,4270.9375
Londrina,3157,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:09:53,123,,,,0.072,,,5.677966101694915,18,82,82,33.5,1052.5454545454545,1096,30892.340425531915,
Londrina,3158,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14370,107498,107569,71,26.464,3,2.6828899637243047,21.52493925968272,60,85.78936170212766,90,27.16857142857143,1036.0698689956332,1072,20509.059489302967,
Londrina,3158,28-06-2026,28-06-2026 00:00:00,28-06-2026 19:57:50,35888,107569,107644,75,29.391,3,2.5518015719097686,25.18696800704432,66,80.36967632027257,90,30.607723577235774,930.5558375634517,1080,19123.721268850753,0
Londrina,3158,29-06-2026,29-06-2026 00:07:07,29-06-2026 00:24:50,962,107644,107646,2,0.986,,2.028397565922921,16.970443349753694,44,70.76666666666667,86,31.4,931.5757575757576,1072,21283.5503875969,
Londrina,3159,27-06-2026,27-06-2026 23:59:52,27-06-2026 23:59:59,8,,,,0,,,,,38,38,26,740,752,,
Londrina,3159,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:38:20,24315,93256,93256,0,125.244,15,0,24.04894117647059,75,84.53846153846153,91,28.732704402515722,1030.4543440807286,1072,16761.873960524998,0
Londrina,3159,29-06-2026,29-06-2026 02:54:10,29-06-2026 02:54:14,5,,,,,,,,,,,,732,736,,
Londrina,3161,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14370,108142,108220,78,30.042,3,2.596365088875574,27.20549084858569,74,86.09151785714286,91,26.92170818505338,1009.133153222694,1088,15906.517394416607,
Londrina,3161,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,51746,108220,108480,260,53.45,13,4.864359214218896,23.366824324324323,71,85.77083333333333,91,26.815217391304348,1038.6019646365423,1096,17728.315883936582,0
Londrina,3161,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:41:45,2336,108480,108495,15,,0,,23.897058823529413,58,85.90217391304348,89,26.846153846153847,1041.0473537604457,1096,19801.576303927883,
Londrina,3162,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13174,98136,98200,64,23.252,3,2.752451402029933,20.507718373493976,65,88.72463768115942,93,26.444444444444443,1034.6116129032257,1096,18044.774638180566,
Londrina,3162,28-06-2026,28-06-2026 00:00:00,28-06-2026 20:51:03,48829,98200,98488,288,126.199,13,2.282110000871639,25.94617253370171,69,90.1608527131783,96,29.517171717171717,1031.4966810966812,1096,15911.068971927867,0
Londrina,3163,27-06-2026,27-06-2026 20:00:00,27-06-2026 20:25:11,1139,98979,98987,8,2.59,,3.088803088803089,27.665742024965326,59,85.73333333333333,88,25.72222222222222,1030.5172413793102,1080,24437.28490351873,
Londrina,3163,28-06-2026,28-06-2026 05:09:29,28-06-2026 23:59:59,67691,98987,99297,310,134.424,19,2.3061358090817117,24.300124097113947,70,86.13041700735896,92,28.28510895883777,1028.8231352495152,1088,19187.576331287964,0
Londrina,3163,29-06-2026,29-06-2026 00:00:00,29-06-2026 02:30:36,4895,99297,99318,21,8.481,0,2.476123098691192,23.229561200923786,63,85.77987421383648,90,30.065420560747665,1028.6591194968553,1080,20231.31017572538,
Londrina,3164,28-06-2026,28-06-2026 09:10:19,28-06-2026 20:40:21,2247,99407,99408,1,0.783,1,1.277139208173691,6.896551724137931,22,50.77272727272727,72,27.083333333333332,1059.1612903225807,1104,25395.56923076923,0
Londrina,3165,27-06-2026,27-06-2026 20:04:27,27-06-2026 23:59:59,13578,102226,102284,58,21.001,3,2.7617732488929096,18.801988885639076,44,86.40384615384616,93,25.117283950617285,1039.9498746867168,1104,18869.489839827875,
Londrina,3165,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:54:44,66526,102284,102552,268,116.298,18,2.3044248396361073,18.523068451863445,59,89.28212422949265,96,29.420731707317074,1044.678479327843,1112,20385.552086781594,0
Londrina,3165,29-06-2026,29-06-2026 00:18:16,29-06-2026 02:05:31,2911,102552,102563,11,4.186,,2.6278069756330624,20.955710955710956,57,87.08247422680412,93,35.36923076923077,1041.6348408710219,1096,20962.94910591472,
Londrina,3166,27-06-2026,27-06-2026 20:04:29,27-06-2026 20:20:43,905,103122,103122,0,0.497,,0,9.538461538461538,24,83.75,86,37.294117647058826,1028.8,1080,18949.49019607843,
Londrina,3166,28-06-2026,28-06-2026 05:04:55,28-06-2026 23:59:59,60679,103122,103462,340,145.562,18,2.335774446627554,22.879789496449554,69,86.1026282853567,90,26.80181818181818,1037.2265054169816,1096,14152.88208449875,0
Londrina,3166,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:59:55,3175,103462,103478,16,6.55,0,2.4427480916030535,26.905245346869712,71,85.9,89,28.757575757575758,1037.3333333333333,1080,13417.288389513109,
Londrina,3167,27-06-2026,27-06-2026 20:36:03,27-06-2026 23:59:59,12212,99880,99945,65,27.798,3,2.3382977192603787,23.73687206489256,67,85.92290748898678,89,25.49214659685864,1035.0046948356808,1080,16033.751637792982,
Londrina,3167,28-06-2026,28-06-2026 00:00:00,28-06-2026 08:53:19,5923,99945,99979,34,12.751,0,2.66645753274253,27.61304214087973,71,83.76146788990826,91,24.29126213592233,1023.7365461847389,1080,16397.64967562558,0
Londrina,3167,29-06-2026,29-06-2026 02:54:47,29-06-2026 02:54:51,5,,,,,,,,,,,24,404,408,,
Londrina,3168,28-06-2026,28-06-2026 20:49:12,28-06-2026 21:31:22,2524,104188,104188,0,0,0,,11.481481481481481,17,43.8,58,29.970588235294116,820.0366972477065,1080,16114.81081081081,0
Londrina,3168,29-06-2026,29-06-2026 02:56:42,29-06-2026 02:56:46,4,,,,,,,,,51,51,28,636,640,,
Londrina,3169,27-06-2026,27-06-2026 20:43:17,27-06-2026 20:55:32,558,,109885,,49365.402,6318,,10.765765765765765,21,80.85714285714286,87,37.30769230769231,962.7540983606557,1072,22879.160220994476,
Londrina,3170,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14369,98841,98901,60,25.929,3,2.3140113386555594,21.938283124500135,59,88.24434389140272,93,27.019417475728154,1028.090465631929,1072,19465.05913503972,
Londrina,3170,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,50241,98901,99149,248,105.877,13,2.342340640554606,22.91364902506964,75,89.53503893214683,95,29.50602409638554,1027.9847198641767,1088,18393.192674095688,0
Londrina,3170,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:52:46,5457,99149,99178,29,10.928,0,2.653733528550512,26.846782794169926,73,88.90225563909775,93,31.825396825396826,1032.5338809034909,1072,19267.065798987707,
Londrina,3172,27-06-2026,27-06-2026 22:28:13,27-06-2026 22:32:35,263,100068,100068,0,0.363,,0,19.233644859813083,35,48.5,59,26.5,799.1794871794872,1080,17081.38129496403,
Londrina,3172,28-06-2026,28-06-2026 00:02:37,28-06-2026 23:59:59,68144,100068,100375,307,133.4,19,2.3013493253373314,21.38263261926385,64,85.82468837957379,92,28.138815789473686,1035.1562893314579,1096,18120.583214720114,0
Londrina,3172,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:54:56,6010,100375,100391,16,7.099,0,2.2538385688125087,23.7180667433832,68,85.45394736842105,89,32.958333333333336,1031.7757009345794,1088,19976.4921066957,
Londrina,3173,27-06-2026,27-06-2026 20:00:00,27-06-2026 20:48:49,1184,104300,104301,1,1.016,,0.984251968503937,27.543478260869566,84,85.45454545454545,93,37.166666666666664,1038.0674157303372,1072,23018.974789915967,
Londrina,3173,28-06-2026,28-06-2026 05:01:15,28-06-2026 23:59:59,68038,104301,104574,273,97.803,19,2.7913254194656605,17.700844545775666,66,88.68457711442787,94,28.406834825061026,1037.0788098538978,1088,20126.70262066174,0
Londrina,3173,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:52:58,2923,104574,104586,12,4.211,0,2.849679411066255,26.34461264470169,71,88.70454545454545,93,30.66176470588235,1038.8284518828452,1072,16923.070707070707,
Londrina,3174,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14208,106166,106168,2,1.258,0,1.589825119236884,14.358024691358025,38,78.48571428571428,89,37.80869565217391,927.0937880633373,1080,20485.322580645163,
Londrina,3174,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,85995,106168,106557,389,157.722,17,2.466364869834265,28.44416175682914,81,86.07028875379939,95,28.763237518910742,1013.7520767803856,1096,15728.840707458074,0
Londrina,3174,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:37:36,2104,106557,106564,7,2.163,0,3.236245954692557,16.936227951153324,37,85.78333333333333,89,27.13888888888889,1042.1789883268482,1080,23722.683682771196,
Londrina,3175,27-06-2026,27-06-2026 21:23:26,27-06-2026 21:56:24,1507,95919,95919,0,0.734,,0,9.1010101010101,25,70.24324324324324,81,31.27906976744186,1027.807486631016,1064,22062.36080178174,
Londrina,3175,28-06-2026,28-06-2026 05:25:13,28-06-2026 23:59:59,64197,95919,96259,340,144.443,18,2.353869692543079,23.422418012726382,80,86.07240618101545,98,27.23975155279503,1027.442355681251,1072,17529.20261732852,0
Londrina,3175,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:47:08,5317,96259,96281,22,8.795,0,2.501421262080728,22.74160099543758,58,85.88590604026845,90,27.760416666666668,1029.350052246604,1064,18631.863111818544,
Londrina,3176,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:50:28,11825,93037,93092,55,19.717,3,2.789471014860273,18.73637120266334,52,86.0909090909091,89,25.161290322580644,1034.7993579454253,1088,17468.688046647232,
Londrina,3176,28-06-2026,28-06-2026 00:00:57,28-06-2026 23:59:59,63273,93092,93445,353,139.512,17,2.5302482940535582,23.259897974722094,71,86.17835178351784,92,26.57001647446458,1036.0835092657753,1096,15371.629016416444,0
Londrina,3176,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:05:37,3236,93445,93463,18,6.642,0,2.7100271002710024,24.392494136043783,75,85.91304347826087,89,27.75,1031.8987341772151,1080,15958.355329949238,
Londrina,3177,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,13184,97060,97119,59,20.927,2,2.8193243178668705,20.24166296131614,55,88.77931034482759,93,26.273291925465838,1027.111111111111,1064,16547.520254169976,
Londrina,3177,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,66288,97119,97495,376,160.387,19,2.3443296526526463,22.835874799357946,64,89.5820170109356,94,27.220338983050848,1026.26714158504,1072,15954.188505747126,0
Londrina,3177,29-06-2026,29-06-2026 00:00:00,29-06-2026 01:53:40,3413,97495,97508,13,5.953,0,2.1837728876196874,21.654859218891918,66,88.25714285714285,93,34.04255319148936,1025.1386861313867,1064,15575.830303030303,
Londrina,3178,27-06-2026,27-06-2026 20:14:29,27-06-2026 23:59:59,12393,110669,110736,67,28.974,2,2.312418029957893,24.419367434595863,71,88.77300613496932,93,24.122994652406415,1051.5738498789347,1096,17575.135135135137,
Londrina,3178,28-06-2026,28-06-2026 00:00:00,28-06-2026 01:18:13,3989,110736,110757,21,9.269,1,2.265616571366922,28.335635359116022,76,88.41666666666667,93,24.54385964912281,1050.537216828479,1088,16810.123711340206,
Londrina,3178,29-06-2026,29-06-2026 02:53:41,29-06-2026 02:53:43,3,110757,110757,0,0,0,,0,0,82,82,24,912,1088,50464,0
Londrina,3179,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:48:47,7393,93936,93970,34,13.009,1,2.6135752171573525,21.5327731092437,59,88.3375,94,30.120567375886523,1034.2188449848024,1080,18206.9457910974,
Londrina,3179,28-06-2026,28-06-2026 00:10:40,28-06-2026 23:52:46,67162,93970,94280,310,131.75,17,2.3529411764705883,23.189434107779814,74,89.56973163220414,96,30.62731871838111,1030.2743321061077,1080,18912.972085385878,0
Londrina,3179,29-06-2026,29-06-2026 00:00:46,29-06-2026 01:42:00,4887,94280,94299,19,7.511,1,2.529623219278392,25.8047964305633,66,88.44594594594595,99,31.646017699115045,1030.5096870342772,1064,19231.86501687289,
Londrina,3180,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,14277,90027,90090,63,23.469,3,2.684392176914227,20.489431534724957,47,88.83663366336634,93,26.205645161290324,1049.112090063632,1080,18723.39171312999,
Londrina,3180,28-06-2026,28-06-2026 00:00:00,28-06-2026 23:59:59,66608,90090,90358,268,114.123,18,2.348343453992622,19.64197274265863,69,88.7846364883402,96,30.625,1049.109505077303,1088,19797.046571932373,0
Londrina,3180,29-06-2026,29-06-2026 00:00:00,29-06-2026 00:31:23,1747,90358,90367,9,3.42,,2.6315789473684212,22.473157415832574,49,88.94117647058823,93,29.04255319148936,1046.6440677966102,1080,19272.12175470009,
Londrina,4501,28-06-2026,28-06-2026 16:23:19,28-06-2026 16:23:50,32,513883,513883,0,0,0,,0,0,50.5,77,0,0,0,0,0
Londrina,4501,29-06-2026,29-06-2026 02:56:04,29-06-2026 02:56:22,19,,,,,,,,,22,22,,,,,
Londrina,4502,28-06-2026,28-06-2026 16:24:24,28-06-2026 16:24:49,26,518429,518429,0,0,0,,0,0,42,60,0,0,0,0,0
Londrina,4502,29-06-2026,29-06-2026 02:55:48,29-06-2026 02:55:56,9,,,,,,,,,23,23,,,,,
Londrina,4503,28-06-2026,28-06-2026 16:14:43,28-06-2026 16:15:45,63,563439,563439,0,0,0,,0,0,49,49,0,0,0,0,0
Londrina,4505,27-06-2026,27-06-2026 20:13:30,27-06-2026 20:16:55,206,,,,0,,,6.5777777777777775,14,,,,,,,
Londrina,4506,28-06-2026,28-06-2026 16:16:27,28-06-2026 16:17:02,34,555510,555510,0,0,0,,0,0,35,47,0,0,0,0,0
Londrina,4507,28-06-2026,28-06-2026 16:26:40,28-06-2026 16:27:21,42,532684,532684,0,0,0,,0,0,32,83,0,0,0,0,0
Londrina,4507,29-06-2026,29-06-2026 02:54:00,29-06-2026 02:54:21,22,,,,,,,,,22,22,,,,,
Londrina,4509,28-06-2026,28-06-2026 16:27:52,28-06-2026 16:28:39,48,564830,564830,0,0,1,,0,0,53.5,83,0,0,0,0,0
Londrina,4509,29-06-2026,29-06-2026 02:53:43,29-06-2026 02:53:50,8,,,,,,,,,23,23,,,,,
Londrina,4510,27-06-2026,27-06-2026 21:07:48,27-06-2026 21:45:06,2235,520360,520360,0,0,0,,8.043103448275861,27,54.18518518518518,84,,,,,
Londrina,4510,28-06-2026,28-06-2026 15:52:16,28-06-2026 15:53:01,46,520360,520360,0,0,0,,0,0,53.5,84,0,0,0,0,0
Londrina,4510,29-06-2026,29-06-2026 02:55:46,29-06-2026 02:55:53,8,,,,,,,,,,,,,,,
Londrina,4512,28-06-2026,28-06-2026 16:07:22,28-06-2026 16:08:06,45,540512,540512,0,0,0,,0,0,38,38,0,0,0,0,0
Londrina,4514,27-06-2026,27-06-2026 20:45:08,27-06-2026 20:48:26,187,,,,,,,6.647058823529412,22,,,,,,,
Londrina,4514,28-06-2026,28-06-2026 15:56:46,28-06-2026 23:16:34,523,515171,515171,0,0,0,,6.142857142857143,15,45,80,0,8880,8880,0,0
Londrina,4514,29-06-2026,29-06-2026 00:09:36,29-06-2026 02:59:59,7848,,,,0.025,2,,32.17583497053045,80,82.47368421052632,88,,,,,
Londrina,4515,28-06-2026,28-06-2026 16:25:23,28-06-2026 16:26:08,46,525321,525321,0,0,0,,0,0,43.333333333333336,83,0,0,0,0,0
Londrina,4515,29-06-2026,29-06-2026 02:55:02,29-06-2026 02:55:19,18,,,,,,,,,22,22,,,,,
Londrina,4516,28-06-2026,28-06-2026 16:09:37,28-06-2026 16:10:07,31,584564,584564,0,0,1,,0,0,32,41,0,0,0,0,0
Londrina,4518,28-06-2026,28-06-2026 16:05:04,28-06-2026 16:05:42,39,537025,537025,0,0,0,,0,0,33,42,0,0,0,0,0
Londrina,4519,28-06-2026,28-06-2026 16:13:34,28-06-2026 16:14:06,32,,,,0,0,,0,0,37,48,0,0,0,0,0
Londrina,4520,28-06-2026,28-06-2026 16:20:21,28-06-2026 16:20:56,36,524039,524039,0,0,0,,0,0,46.5,70,0,0,0,0,0
Londrina,4520,29-06-2026,29-06-2026 02:57:46,29-06-2026 02:57:46,1,,,,,,,,,,,,,,,
Londrina,4521,28-06-2026,28-06-2026 16:10:39,28-06-2026 16:11:11,33,537397,537397,0,0,0,,0,0,35,46,0,0,0,0,0
Londrina,4522,27-06-2026,27-06-2026 23:51:56,27-06-2026 23:59:11,435,532126,532126,0,0,0,,4.2063492063492065,9,40.648648648648646,74,0,0,0,0,0
Londrina,4522,28-06-2026,28-06-2026 00:11:25,28-06-2026 15:51:09,16479,532126,532257,131,0.055,3,2381.818181818182,31.952902039744377,79,86.27444794952682,96,0,0,0,0,0
Londrina,4523,27-06-2026,27-06-2026 20:00:00,27-06-2026 23:59:59,10433,1312852,1313027,175,0.027,2,6481.481481481482,28.834973709046785,70,84.64383561643835,89,,,,,
Londrina,4523,28-06-2026,28-06-2026 00:00:00,28-06-2026 17:30:46,4784,1313027,1313079,52,0.005,0,10400,26.379250720461094,63,83.70053475935829,87,0,0,0,0,0
Londrina,4524,27-06-2026,27-06-2026 20:00:01,27-06-2026 20:11:02,623,,,,0,,,11.258620689655173,29,60,62,,,,,
Londrina,4524,28-06-2026,28-06-2026 16:12:02,28-06-2026 16:12:54,50,547558,547558,0,0,0,,0,0,62,62,23,10000,10000,2893,0
Londrina,4525,28-06-2026,28-06-2026 16:30:49,28-06-2026 16:31:26,36,397993,397993,0,0,0,,0,0,83,83,0,0,0,0,0
Londrina,4525,29-06-2026,29-06-2026 02:54:58,29-06-2026 02:55:06,9,,,,,,,,,23,23,,,,,
Londrina,4527,29-06-2026,29-06-2026 01:03:00,29-06-2026 01:03:13,13,,,,0,0,,0,0,0,0,0,0,0,0,0
Londrina,4528,27-06-2026,27-06-2026 20:10:02,27-06-2026 22:56:29,9968,278024,278073,49,0.02,2,2450,22.481556546412648,59,82.1522491349481,93,,,,,
Londrina,4528,28-06-2026,28-06-2026 00:32:22,28-06-2026 00:41:33,551,278073,278074,1,0,,,11.38993710691824,27,74.93333333333334,83,,,,,
Londrina,4529,27-06-2026,27-06-2026 20:00:00,27-06-2026 22:58:37,10695,,,,,,,,,26.5,32,,,,,
Londrina,4529,28-06-2026,28-06-2026 01:28:31,28-06-2026 01:28:50,21,,,,0,0,,,,0,0,,,,,
Londrina,4550,27-06-2026,27-06-2026 20:13:57,27-06-2026 20:34:10,1212,483014,483014,0,0,,,9.113095238095237,23,50.06666666666667,65,,,,,
Londrina,4550,28-06-2026,28-06-2026 16:35:47,28-06-2026 16:36:27,40,483014,483014,0,0,0,,0,0,44.5,65,0,0,0,0,0
Londrina,4550,29-06-2026,29-06-2026 02:38:02,29-06-2026 02:59:59,443,,,,,,,,,39.63636363636363,43,,,,,
Londrina,4551,27-06-2026,27-06-2026 21:56:27,27-06-2026 22:05:42,555,524683,524683,0,,,,11.65034965034965,31,48.69565217391305,66,,,,,
Londrina,4551,28-06-2026,28-06-2026 16:36:57,28-06-2026 21:00:29,199,524683,524683,0,0,0,,4.609756097560975,16,34.05,66,0,0,0,0,0
Londrina,4551,29-06-2026,29-06-2026 02:53:01,29-06-2026 02:53:11,11,,,,,,,,,29,29,,,,,
Londrina,4552,27-06-2026,27-06-2026 21:32:43,27-06-2026 21:36:12,210,484747,484747,0,,,,9.842105263157896,25,35.93333333333333,56,,,,,
Londrina,4552,28-06-2026,28-06-2026 16:33:19,28-06-2026 16:34:04,46,484747,484747,0,0,0,,0,0,40,56,0,0,0,0,0
Londrina,4553,28-06-2026,28-06-2026 16:39:54,28-06-2026 16:40:36,43,480479,480479,0,0,0,,0,0,55,87,0,0,0,0,0
Londrina,4553,29-06-2026,29-06-2026 02:49:35,29-06-2026 02:59:59,622,,,,,,,,,29.071428571428573,38,,,,,
Londrina,4554,27-06-2026,27-06-2026 20:00:43,27-06-2026 23:53:19,580,,,,,,,6.921875,23,71.40625,83,,,,,
Londrina,4554,28-06-2026,28-06-2026 00:13:42,28-06-2026 20:23:17,17718,519311,519453,142,0.046,4,3086.9565217391305,33.03755709693791,75,81.9981684981685,89,0,0,0,0,0
Londrina,4554,29-06-2026,29-06-2026 00:09:26,29-06-2026 02:59:59,8657,519453,519527,74,0.024,1,3083.3333333333335,32.632516703786195,79,82.698,88,,,,,
Londrina,4555,27-06-2026,27-06-2026 21:53:33,27-06-2026 21:58:00,267,,,,0,0,,7.550387596899225,25,68.66666666666667,79,,,,,
Londrina,4555,28-06-2026,28-06-2026 00:16:05,28-06-2026 20:57:41,16496,1482508,1482628,120,0.044,3,2727.2727272727275,29.803583115183248,82,83.39545121056493,93,0,0,0,0,0
Londrina,4555,29-06-2026,29-06-2026 00:09:43,29-06-2026 02:59:59,8549,1482628,1482692,64,0.023,1,2782.608695652174,29.886696371737745,84,83.40855457227138,91,,,,,
Londrina,4559,28-06-2026,28-06-2026 16:34:24,28-06-2026 16:35:07,44,367751,367751,0,0,0,,0,0,83,83,0,0,0,0,0
Londrina,4559,29-06-2026,29-06-2026 02:51:28,29-06-2026 02:51:37,10,,,,,,,,,,,,,,,
Londrina,4602,28-06-2026,28-06-2026 05:51:44,28-06-2026 22:45:05,13692,659148,659239,91,0,0,,24.994279585269933,63,81.65670289855072,88,26.132075471698112,8371.135857461024,10000,4936.810126582279,0
Londrina,4602,29-06-2026,29-06-2026 01:25:38,29-06-2026 02:26:29,189,,,,,,,9.821428571428571,19,55.25,62,24.333333333333332,7542.857142857143,10000,,
Londrina,4610,27-06-2026,27-06-2026 20:09:55,27-06-2026 20:59:14,542,313520,313520,0,,,,8.533742331288343,22,50,63,22.9,9418.29457364341,11520,,
Londrina,4610,28-06-2026,28-06-2026 00:13:22,28-06-2026 23:59:18,20706,313520,313627,107,0,0,,27.279851422359123,64,80.48042024832856,87,20.807044410413475,9356.5583317678,11440,4604.821052631579,0
Londrina,4610,29-06-2026,29-06-2026 00:01:04,29-06-2026 02:59:59,10346,313627,313683,56,,,,27.821819486811414,65,82.69776876267748,87,22.31629392971246,9256.600891152133,11280,4586.270833333333,
Londrina,4611,28-06-2026,28-06-2026 01:03:38,28-06-2026 23:52:55,15879,316313,316409,96,0,0,,26.669464847848896,80,80.04081632653062,89,21.317972350230416,9242.34273318872,11120,3060.8545454545456,0
Londrina,4611,29-06-2026,29-06-2026 00:07:27,29-06-2026 02:59:59,9943,316409,316472,63,,,,27.47345473198256,71,82.46350364963503,88,22.603174603174605,9429.734939759037,11120,3102.4411764705883,
